id,title,funder,source,url,description,deadline,amount_max,currency,country,region,relevance,fetched_at
ff05d86da49b,Congresso desmonta proteção socioambiental: territórios tradicionais ficam ainda mais expostos à violência e conflitos,ISPN,ispn.org.br,https://ispn.org.br/nota-institucional/congresso-desmonta-protecao-socioambiental-territorios-indigenas-quilombolas-e-tradicionais-ficam-ainda-mais-expostos-a-violencia-e-conflitos/,"O ISPN manifesta profunda preocupação diante da decisão do Congresso Nacional, que em 27 de novembro derrubou 56 dos 63 vetos do Governo ao Projeto de Lei do Licenciamento Ambiental – conhecido por organizações da sociedade civil como PL da Devastação. A medida representa um dos maiores retrocessos socioambientais das últimas décadas e aprofunda a vulnerabilidade de povos indígenas, quilombolas, povos e comunidades tradicionais e agricultores familiares (PIPCTAFs) em todos os biomas do país. Ent",,,,BR,,58,2026-06-30T23:58:05.171399+00:00
355613b0a1ef,Fundo Brasil — General Grant Call (Edital Geral),Fundo Brasil de Direitos Humanos,fundobrasil.org.br,https://www.fundobrasil.org.br/editais/,"Fundo Brasil de Direitos Humanos supports Brazilian civil society organizations working on human rights, environmental justice, and social justice. Annual grant calls (Editais Gerais e Específicos) for projects across Brazil. Focus areas include environmental rights, LGBTQIA+, racial justice, and community development.",,,,BR,,58,2026-06-30T23:57:50.841488+00:00
3761e0f1eb9d,The Pollination Project — Grassroots Grants,The Pollination Project,pollinationproject.org,https://pollinationproject.org/grants/,"The Pollination Project provides $500–$8,000 seed funding to grassroots changemakers worldwide. Focus areas: environmental justice, animal protection, community health, human rights, and sustainable agriculture. Priority given to early-stage, community-led initiatives with strong social impact potential.",,,USD,GLOBAL,,56,2026-06-30T23:57:50.855211+00:00
a2d804409995,Apply for Climate Change Partnerships Grant Program (Australia),,fundsforngos.org,https://www2.fundsforngos.org/environment-2/apply-for-climate-change-partnerships-grant-program-australia/,"Deadline: 10-Aug-2026 The Climate Change Partnerships Grant Program supports community-led projects that help the Greater Geelong region respond to climate change and achieve a net zero emissions municipality by 2035. Eligible organizations, businesses, and partnerships can apply for grants of up to $50,000 to deliver projects focused on climate adaptation, renewable energy, biodiversity, sustainable transport, and community engagement. What Is the Climate Change Partnerships Grant Program? The Climate Change Partnerships Grant Program provides funding for collaborative projects that help comm",,th .,,GLOBAL,,54,2026-06-30T23:58:43.137923+00:00
ce1a6cd5a796,Confira os principais destaques da participação do ISPN no XII Sapis e VII Elapis,ISPN,ispn.org.br,https://ispn.org.br/noticia/confira-os-principais-destaques-da-participacao-do-ispn-no-xii-sapis-e-vii-elapis/,"O Instituto Sociedade, População e Natureza (ISPN) marcou presença no XII Seminário Brasileiro sobre Áreas Protegidas e Inclusão Social (Sapis) e no VII Encontro Latino-Americano sobre Áreas Protegidas e Inclusão Social (Elapis), que neste ano teve como tema central: Territórios, Áreas Conservadas e Sociobiodiversidade: caminhos para a equidade e a paz. A participação do ISPN nesses debates buscou ampliar a visibilidade dos povos indígenas, quilombolas e comunidades tradicionais como protagonist",,,,BR,,50,2026-06-30T23:58:05.047066+00:00
8a9286247a35,"Observatório Socioambiental lança ferramenta inédita que cruza dados de desmatamento e violência no campo, ao longo de quatro décadas",ISPN,ispn.org.br,https://ispn.org.br/noticia/observatorio-socioambiental-lanca-ferramenta-inedita-que-cruza-dados-de-desmatamento-e-violencia-no-campo-ao-longo-de-quatro-decadas/,"No próximo dia 27 de abril de 2026, será lançado oficialmente o Observatório Socioambiental , iniciativa da sociedade civil que reúne, de forma inédita, dados sistematizados entre 1980 e 2023 sobre violações de direitos humanos, desmatamento e expansão da agricultura industrial no Brasil. O lançamento será junto com o Caderno de Conflitos da CPT, cujos dados vão constar na plataforma. A ação é resultado de uma parceria entre o Instituto Sociedade, População e Natureza (ISPN), Comissão Pastoral d",,,,BR,,50,2026-06-30T23:58:05.089761+00:00
ee87d86116c7,Open Call for Indigenous Climate Action Grant (Canada),,fundsforngos.org,https://www2.fundsforngos.org/leadership/open-call-for-indigenous-climate-action-grant-canada/,"Deadline : 02-Sep-2026 The Indigenous Climate Action Grant supports Indigenous-led climate action projects in Toronto that promote environmental sustainability, knowledge sharing, and benefits for Indigenous communities. The grant prioritizes projects that directly support Toronto’s Urban Indigenous community and strengthen Indigenous participation in local climate action. Funding is available through two streams. Stream 1 provides up to $10,000 per project, while Stream 2 provides up to $20,000 per project for eligible Indigenous-led collectives and organizations. What is the Indigenous Clima",,us.,,GLOBAL,,50,2026-06-30T23:58:29.936639+00:00
2c51fb7ca8f3,African Wildlife Foundation — Conservation Partnerships,African Wildlife Foundation (AWF),africa:awf,https://www.awf.org/,"AWF partners with African communities, governments, and conservation organizations to protect wildlife and wild lands. Focus areas include protected area management, species conservation, community-based natural resource management, and climate resilience across sub-Saharan Africa.",,,,AFRICA,,50,2026-06-30T23:57:55.801410+00:00
5bc3f8398b1b,Youth Climate Justice Fund — Annual Grant Round,Youth Climate Justice Fund,ycjf.org,https://ycjf.org/how-to-apply,"Funds youth-led groups (majority under 35) advancing climate justice and socio-environmental action through community power. Up to $20,000 local, $40,000 national. Applications in Arabic, English, French, Hindi, Portuguese, Spanish, Swahili. No formal registration required. Latin America, Africa, Asia, Pacific, Europe and Central Asia, North America (underrepresented communities).",,40000,USD,GLOBAL,,48,2026-06-30T23:57:54.416847+00:00
ce09b77ce1cc,We believe in the incredible power of youth-led groups and organizations driving climate justice.,Youth Climate Justice Fund,ycjf.org,https://ycjf.org/about,"We believe in the incredible power of youth-led groups and organizations driving climate justice.
         
 
 
              About Us
             
 
 
 Youth-led climate justice advocacy groups are at the heart of climate and socio-environmental justice. We drive ambitious, fair, and sustainable transitions worldwide. From leading a huge socio-environmental effort in 2018 to holding policy-makers to their promises every day, youth climate advocates are a driving force for change.",,"$40,000",USD,GLOBAL,,46,2026-06-30T23:57:54.414869+00:00
5490b8c7b531,Apply Now: Project Viability Grants – Climate Change Impact (UK),,fundsforngos.org,https://www2.fundsforngos.org/arts-culture-2/apply-now-project-viability-grants-climate-change-impact-uk/,"Deadline: 31-Dec-2026 The Project Viability Grants – Climate Change Impact programme provides up to £15,000 for up to one year to support feasibility studies that explore how historic buildings can be adapted for improved energy efficiency and long-term sustainability. The grant focuses on non-profit and community organisations working on decarbonisation, climate adaptation, and sustainable reuse of heritage buildings. What Is the Project Viability Grants – Climate Change Impact Programme? The Project Viability Grants – Climate Change Impact programme supports early-stage studies that examine",,"£15,000",,GLOBAL,,46,2026-06-30T23:57:58.695159+00:00
91b0b09d7fa3,Território e Tradição: mulheres indígenas do Maranhão contam suas histórias por meio do audiovisual,Fundo Casa Socioambiental,casa.org.br,https://casa.org.br/territorio-e-tradicao-mulheres-indigenas-do-maranhao-contam-suas-historias-por-meio-do-audiovisual/,"Apoiadas pelo Fundo Casa Socioambiental, o protagonismo das mulheres indígenas é fortalecido através de documentários que destacam saberes tradicionais e a luta pela sustentabilidade. Nos territórios indígenas do Maranhão, câmeras registram histórias de resistência, saberes medicinais e conhecimento ancestral. Mulheres indígenas, protagonistas de suas próprias narrativas, utilizam o audiovisual como ferramenta para compartilhar com o mundo as ameaças das mudanças climáticas às suas terras e trad",,,,BR,,44,2026-06-30T23:57:55.221870+00:00
78d1bdca26b1,"Intercâmbios agroecológicos conectam quilombolas, agricultores familiares e indígenas no Maranhão",ISPN,ispn.org.br,https://ispn.org.br/noticia/intercambios-agroecologicos-conectam-quilombolas-agricultores-familiares-e-indigenas-no-maranhao/,"Para fortalecer a troca de experiências e impulsionar práticas agroecológicas que geram renda e preservam o meio ambiente, uma série de três intercâmbios ocorreu entre quilombolas, agricultores familiares e indígenas do povo Guajajara, no Maranhão. Mais do que visitas entre territórios, os intercâmbios se consolidaram como espaços de formação coletiva, diálogo intercultural e construção de estratégias comuns. Os intercâmbios foram realizados no âmbito do Projeto Floresta Amazônia, por meio da Mo",,,,BR,,44,2026-06-30T23:58:05.129667+00:00
cc2cf308b823,Thematic Call for Civil Society and Human Rights Organizations (Ecuador),,fundsforngos.org,https://www2.fundsforngos.org/civil-society-development/thematic-call-for-civil-society-and-human-rights-organizations-ecuador/,"Deadline: 01-Sep-2026 The European Commission’s funding programme aims to empower civil society organizations (CSOs) in Ecuador by supporting initiatives that protect human rights, strengthen democratic governance, improve environmental sustainability, and encourage inclusive social development. The programme recognizes civil society organizations as key partners in promoting democracy, accountability, the rule of law, environmental protection, and citizen participation. It also aligns with the Thematic Programme of Civil Society Organizations 2021–2027 and the Global Gateway Strategy , which",,"EUR 5,159,000",,GLOBAL,,44,2026-06-30T23:58:17.741785+00:00
0a92f5869692,Amazon Conservation Team — Grants for Indigenous & Local Communities,Amazon Conservation Team,latam:amazonconservation,https://www.amazonconservation.org/grants/,"Amazon Conservation Team supports Indigenous and local communities in protecting the Amazon rainforest. Grants for territorial management, cultural preservation, and sustainable livelihoods in Brazil, Colombia, Suriname, and Guyana.",,,,LATAM,,44,2026-06-30T23:57:50.852154+00:00
94bf20b79b80,Keidanren Nature Conservation Fund (KNCF) — Grant Program,Keidanren Nature Conservation Fund / Nippon Keidanren,asia:kncf,https://www.keidanren.net/kncf/en/fund/program,"Annual grant program for biodiversity conservation projects in the Asia-Pacific region. Grants up to ¥20 million/year for projects focused on nature conservation, sustainable resource use, and biodiversity protection. Open to NGOs, research institutions, and community organizations in Asia-Oceania.",,20000000,JPY,ASIA,,44,2026-06-30T23:57:59.608262+00:00
0a48a120ced3,49º Edital – Fundo Ecos – Organizações da Amazônia Legal,,capta.org.br,https://capta.org.br/oportunidades/49o-edital-fundo-ecos-organizacoes-da-amazonia-legal/,"Instituto Sociedade População e Natureza O 49º Edital (3º/2026) para apoio a organizações na Amazônia Legal, lançado pelo Instituto Sociedade População e Natureza (ISPN), através do Fundo Ecos, tem como objetivo apoiar iniciativas lideradas por povos indígenas, quilombolas, comunidades locais e tradicionais da Amazônia Legal brasileira, contribuindo para o fortalecimento da governança territorial, da sociobioeconomia e da justiça climática. O edital contempla propostas voltadas ao fortalecimento da incidência política e da participação social em espaços de governança relacionados à alimentação",2026-08-31,,,BR,,42,2026-06-30T23:57:59.056248+00:00
4718317e33b7,Territórios Vivos da Amazônia: apoio a soluções comunitárias,,capta.org.br,https://capta.org.br/oportunidades/territorios-vivos-da-amazonia-apoio-a-solucoes-comunitarias/,"Fundo Casa Socioambiental O edital Territórios Vivos da Amazônia: apoio a soluções comunitárias, lançado pelo Fundo Casa Socioambiental, tem como objetivo fortalecer povos indígenas, quilombolas e comunidades locais na defesa de seus direitos territoriais, na promoção da autodeterminação e no enfrentamento das ilegalidades em seus territórios. As propostas podem abranger ações de fortalecimento institucional, fortalecimento das ações para a governança e proteção territorial, reconhecimento e defesa dos direitos territoriais, além de iniciativas voltadas à proteção e segurança dos territórios.",2026-06-16,,,BR,,42,2026-06-30T23:57:59.063843+00:00
08f121990032,Chamada de Projetos: “Territórios Vivos da Amazônia:Apoio a soluções comunitárias”,Fundo Casa Socioambiental,casa.org.br,https://casa.org.br/chamada-de-projetos-territorios-vivos-da-amazoniaapoio-a-solucoes-comunitarias/,"O Fundo Casa Socioambiental lança a chamada de projetos Territórios Vivos da Amazônia: Apoio a soluções comunitárias , voltada ao fortalecimento de iniciativas lideradas por povos indígenas, quilombolas e comunidades locais na Amazônia Legal. A chamada conta com R$ 3,6 milhões em recursos e apoiará até 60 projetos comunitários, com valores de até R$ 60 mil cada , voltados à defesa de direitos territoriais, à governança e à proteção dos territórios. A iniciativa parte do reconhecimento de que a A",,,,BR,,42,2026-06-30T23:57:54.918005+00:00
308d2c904e96,Fortalecimento de redes e trocas de saberes marcam os encontros das Comunidades de Prática de Comunicação Comunitária,Fundo Casa Socioambiental,casa.org.br,https://casa.org.br/fortalecimento-de-redes-e-trocas-de-saberes-marcam-os-encontros-das-comunidades-de-pratica-de-comunicacao-comunitaria/,"A comunicação comunitária e popular é mais do que um direito, é a voz que resiste, que denuncia e que constrói futuros possíveis. Nos territórios tradicionais e locais, ela é um instrumento de luta, garantindo que histórias sejam contadas por quem vive a realidade de cada lugar. Em tempos de desinformação, discursos de ódio e ataques a defensoras e defensores de direitos humanos e ambientais, apoiar o fortalecimento desses comunicadores (as) é indispensável para a democracia e para a justiça soc",,,,BR,,42,2026-06-30T23:57:55.153871+00:00
6c28e1588aa2,"Sem povos e comunidades tradicionais, não haverá justiça climática",ISPN,ispn.org.br,https://ispn.org.br/artigo-de-opiniao/sem-povos-e-comunidades-tradicionais-nao-havera-justica-climatica/,"Enquanto governos encontram obstáculos na negociação de metas, indicadores e mecanismos financeiros para enfrentar a crise climática, uma pergunta continua sem resposta adequada nas negociações internacionais: o que será feito em prol de quem já está cuidando dos territórios que mantêm a biodiversidade , protegem as águas e ajudam a regular o clima do planeta? Participei, em junho, da Conferência de Bonn sobre Mudanças Climáticas, na Alemanha, etapa preparatória para a próxima Conferência das Pa",,,,BR,,42,2026-06-30T23:58:05.002563+00:00
1dda795d51e3,Applications open for Environmental Sustainability Grants 2026-2027 (Australia),,fundsforngos.org,https://www2.fundsforngos.org/community-development-2/applications-open-for-environmental-sustainability-grants-2026-2027-australia/,"Deadline: 10-Aug-2026 The Environmental Sustainability Grants program supports projects and minor capital works that improve the natural environment and promote environmental sustainability across the Geelong region. Eligible organizations can apply for up to $10,000 to deliver initiatives that reduce emissions, create greener spaces, protect biodiversity, and improve water management. What Are Environmental Sustainability Grants? The Environmental Sustainability Grants program provides funding to support community-led environmental projects and small-scale capital works that contribute to a m",,"$10,000",,GLOBAL,,42,2026-06-30T23:58:43.148168+00:00
6709491e9bcd,Current Funding Calls for Animal Protection Projects Worldwide,,fundsforngos.org,https://www2.fundsforngos.org/listing/current-funding-calls-for-animal-protection-projects-worldwide/,"Current Funding Calls for Animal Protection Projects Worldwide 
 [April 2026]
Explore a curated selection of global funding opportunities dedicated to wildlife conservation and animal protection. This listing features grants, awards, and research calls supporting projects in biodiversity conservation, marine life protection, habitat preservation, and animal …  [Read more...]  about Current Funding",,,,GLOBAL,,42,2026-06-30T23:58:44.997902+00:00
9945167551c6,Inscrições abertas: Teia da Sociobiodiversidade destinará R$ 40 milhões a iniciativas comunitárias de todo o Brasil,Fundo Casa Socioambiental,casa.org.br,https://casa.org.br/inscricoes-abertas-teia-da-sociobiodiversidade-destinara-r-40-milhoes-a-iniciativas-comunitarias-de-todo-o-brasil/,"A parceria do Fundo Casa Socioambiental e do Fundo Socioambiental CAIXA visa fortalecer comunidades locais e tradicionais em projetos de desenvolvimento local sustentável Na semana em que todo o globo se reúne para dialogar sobre a conservação dos recursos naturais na COP16 da Biodiversidade , o Fundo Casa Socioambiental, em parceria com o Fundo Socioambiental CAIXA (FSA CAIXA), lançam uma chamada pública que investirá R$ 40 milhões em iniciativas da sociedade civil que promovam o desenvolviment",,,,BR,,38,2026-06-30T23:57:55.262760+00:00
cd2a941f95a4,ISPN celebra 36 anos com lançamento de Política Institucional de Gênero,ISPN,ispn.org.br,https://ispn.org.br/noticia/ispn-celebra-36-anos-com-lancamento-de-politica-institucional-de-genero/,"No mês de abril, em que completa 36 anos de trajetória dedicada aos povos indígenas, quilombolas, aos povos e comunidades tradicionais e aos agricultores familiares, o Instituto Sociedade, População e Natureza (ISPN) dá mais um passo na promoção do fortalecimento dos meios de vida sustentáveis com protagonismo comunitário. A instituição lança oficialmente sua Política de Gênero , um marco estratégico que consolida a equidade de gênero como dimensão central de sua cultura organizacional, governan",,,,BR,,38,2026-06-30T23:58:05.083000+00:00
190a343710c8,Porticus Foundation — Programme Grants,Porticus Foundation,porticus.com,https://www.porticus.com/en/what-we-fund/,"Porticus funds organisations that strengthen the social and emotional well-being of children and young people, foster climate and environmental justice, and support meaningful education in Europe, Africa, Latin America, Asia, and the Middle East. Multi-year core and programme grants.",,,,GLOBAL,,38,2026-06-30T23:57:50.844083+00:00
d20503dd8ec1,Wiki Loves Earth Photography Contest 2026 (Côte d’Ivoire),,fundsforngos.org,https://www2.fundsforngos.org/individuals/wiki-loves-earth-photography-contest-2026-cote-divoire/,"Deadline: 31-Jul-2026 The Wiki Loves Earth Photography Contest in Côte d’Ivoire invites photographers of all experience levels to capture and share images of the country’s natural heritage through Wikimedia Commons. The competition helps document biodiversity, promote environmental conservation, and create freely licensed educational content for Wikipedia and other Wikimedia projects while offering participants the opportunity to win prizes. What Is the Wiki Loves Earth Photography Contest Côte d’Ivoire? The Wiki Loves Earth Photography Contest is part of the global Wiki Loves Earth initiative",,"rp,",,GLOBAL,,38,2026-06-30T23:57:58.756763+00:00
ad06d9da30b2,Doc Society Climate Story Fund for Independent Non-Fiction Projects,,fundsforngos.org,https://www2.fundsforngos.org/individuals/doc-society-climate-story-fund-for-independent-non-fiction-projects/,"Deadline : 06-Jul-2026 The Doc Society Climate Story Fund supports independent non-fiction projects and impact strategies that help audiences imagine a just transition and take action to make those visions real. The fund supports documentary films, short films, non-fiction series, radio documentaries, and non-fiction podcasts with strong social impact goals. Grants of up to USD 125,000 are available. Short film projects of 40 minutes or less may apply for production grants of up to USD 40,000 , with at least USD 5,000 of the requested budget allocated to impact activities. Fund Overview The Do",,"USD 125,000",,GLOBAL,,38,2026-06-30T23:58:17.855103+00:00
93ecb5ce3f1c,Call for Participation: G4CA Movement Opens Call for Membership for Young Eco-Feminist Climate Justice Leaders in Africa,,globalsouthopportunities.com,https://www.globalsouthopportunities.com/2026/06/30/g4ca/,"G4CA Movement Opens Call for Membership for Young Eco-Feminist Climate Justice Leaders in Africa A new continental call for participation has been announced for the #G4CAMovement of Young Eco-Feminists, inviting young women, adolescent girls, youth activists, and youth-led organizations across Africa to join a growing network focused on climate justice, gender equality, and community-led environmental …",,,,GLOBAL,,38,2026-06-30T23:57:53.352623+00:00
b22e001e9022,Apresentação,,capta.org.br,https://capta.org.br/tema/apresentacao/,"Este site apresenta um passo a passo para a elaboração de pequenos projetos socioambientais. Ele é voltado, principalmente, a organizações de base comunitária, formadas por agricultores familiares e povos e comunidades tradicionais, que buscam melhorar a qualidade de vida das pessoas por meio da conservação e do uso sustentável da biodiversidade. Estamos falando em ações feitas pela comunidade e para a comunidade . Ou seja, projetos em que as bases estão envolvidas em todas as etapas, desde a concepção e planejamento, ao envio da proposta aos financiadores. O Capta é uma iniciativa do Institut",,,,BR,,36,2026-06-30T23:57:59.088414+00:00
aaa59d865d61,Teia da Sociobiodiversidade lança nova chamada de apoio a projetos de desenvolvimento sustentável em todo o Brasil,Fundo Casa Socioambiental,casa.org.br,https://casa.org.br/teia-da-sociobiodiversidade-lanca-nova-chamada-de-apoio-a-projetos-de-desenvolvimento-sustentavel-em-todo-o-brasil/,"A Teia da Sociobiodiversidade segue tecendo caminhos de fortalecimento de iniciativas de desenvolvimento sustentável pelo território brasileiro. Após receber mais de duas mil propostas na primeira convocatória, o Fundo Casa Socioambiental anuncia nesta terça-feira (11) a sua segunda chamada. Serão selecionados, pelo menos, 200 projetos com apoio de até R$ 100 mil cada , voltados a comunidades tradicionais e locais, no campo e nas cidades. A submissão de propostas deve acontecer até o dia 16 de d",,,,BR,,36,2026-06-30T23:57:54.989265+00:00
bc387fd76836,Fortalecendo Raízes: o apoio a Soluções Baseadas na Natureza,Fundo Casa Socioambiental,casa.org.br,https://casa.org.br/fortalecendo-raizes-o-apoio-a-solucoes-baseadas-na-natureza/,"Apoios estratégicos a projetos de base e comunidades locais potencializam a conservação e promovem um futuro sustentável, respeitando os saberes e as soluções dos povos tradicionais As respostas para os desafios socioambientais já existem e estão nas mãos de quem vive e protege os territórios. Comunidades indígenas, quilombolas, extrativistas e agricultores familiares vêm aplicando, há gerações, soluções que regeneram ecossistemas, garantem segurança alimentar e fortalecem modos de vida sustentá",,,,BR,,36,2026-06-30T23:57:55.180793+00:00
644aec54c9db,47º Edital do Fundo Ecos seleciona 10 projetos em TICCAs do Cerrado e da Caatinga,ISPN,ispn.org.br,https://ispn.org.br/noticia/47o-edital-do-fundo-ecos-seleciona-10-projetos-em-ticcas-do-cerrado-e-da-caatinga/,"O Fundo Ecos divulgou o resultado do 47º Edital , com a seleção de dez projetos que atuarão em Territórios e Áreas Conservadas por Povos Indígenas e Comunidades Tradicionais e Locais (TICCAs) nas paisagens prioritárias apoiadas pela chamada. As propostas serão executadas por organizações de base comunitárias do Oeste da Bahia, Sul do Maranhão e da paisagem Kaiowá e Guarani, em Mato Grosso do Sul. As iniciativas contemplam temas como produção sustentável, agroecologia, segurança alimentar e nutri",,,,BR,,36,2026-06-30T23:58:05.010400+00:00
ddf309bf3494,Fundo Ecos divulga projetos selecionados no edital 45°,ISPN,ispn.org.br,https://ispn.org.br/noticia/fundo-ecos-divulga-projetos-selecionados-no-edital-45/,"Um total de 26 projetos foi selecionado na chamada do Fundo Ecos, voltada ao apoio de iniciativas de organizações da sociedade civil (OSCs) e organizações de base comunitária (OBCs) nos biomas Cerrado e Caatinga. O 45º edital (nº 2 de 2025) apoia propostas que buscam promover práticas socioeconômicas sustentáveis, contribuindo para o bem-estar das comunidades e gerando benefícios ambientais globais. As iniciativas selecionadas valorizam cadeias da sociobiodiversidade e promovem a conservação dos",,,,BR,,36,2026-06-30T23:58:05.114060+00:00
068e1dc73c64,Climate Justice,Commonwealth Foundation,commonwealthfoundation.com,https://commonwealthfoundation.com/projects/?focus_area=697&location=&grant_stream=687,"Climate Justice  
 
 Read more 
 
 
 
 
 Projects could support civil society to engage meaningfully with government on: 
 
 Ensuring representation, inclusion, and protecting the rights of those most vulnerable to the effects of climate change.   
 Addressing  the social, political, and economic root causes of climate injustice.   
 Strengthening the voices of those most affected by the clim",,,,GLOBAL,,36,2026-06-30T23:57:52.083637+00:00
2d4a7242e0ca,2026 ICMPS – Small Grants for Local NGOs,,fundsforngos.org,https://www2.fundsforngos.org/hiv-aids/2026-icmps-small-grants-for-local-ngos/,"Deadline: 17-Jul-2026 The In-Country Micro Projects Scheme (ICMPS) provides grants of up to €10,000 to support small-scale development projects implemented by local non-governmental organizations (NGOs) in eligible countries where Ireland has diplomatic accreditation but no bilateral Irish Aid programme. The scheme funds one-year projects that address poverty, strengthen communities, promote human rights, improve access to essential services, advance gender equality, and support environmental sustainability. What Is the In-Country Micro Projects Scheme (ICMPS)? The In-Country Micro Projects Sc",,"€10,000",,GLOBAL,,36,2026-06-30T23:57:58.846603+00:00
